ID	WORD	TAG
66	the	DT
67	Arabian	NNP
68	peninsula	NNP
69	together	RB
70	with	IN
71	their	PRP$
72	agents	NNS
73	and	CC
74	supporters	NNS
75	'	'
76	.	.
		
1	Elena	NNP
2	's	POS
3	motorcycle	NN
4	tour	NN
5	through	IN
6	the	DT
7	region	NN
8	around	IN
9	Chernobyl	NNP
10	has	VBZ
11	revived	VBN
12	interest	NN
13	in	IN
14	one	CD
15	of	IN
16	the	DT
17	most	RBS
18	serious	JJ
19	nuclear	JJ
20	disasters	NNS
21	in	IN
22	history	NN
23	.	.
		
1	We	PRP
2	all	DT
3	know	VBP
4	what	WP
5	happened	VBD
6	,	,
7	but	CC
8	even	RB
9	to	IN
10	this	DT
11	day	NN
12	,	,
13	there	EX
14	are	VBP
15	many	JJ
16	different	JJ
17	versions	NNS
18	and	CC
19	opinions	NNS
20	on	IN
21	how	WRB
22	it	PRP
23	happened	VBD
24	and	CC
25	what	WDT
26	effect	NN
27	Chernobyl	NNP
28	will	MD
29	have	VB
30	on	IN
31	the	DT
32	health	NN
33	of	IN
34	people	NNS
35	affected	VBN
36	by	IN
37	the	DT
38	fallout	NN
39	.	.
		
1	UPDATE	NN
2	:	:
		
1	Now	RB
2	you	PRP
3	can	MD
4	tour	VB
5	Chernobyl	NNP
6	and	CC
7	write	VB
8	your	PRP$
9	own	JJ
10	story	NN
11	.	.
		
1	This	DT
2	is	VBZ
3	not	RB
4	a	DT
5	post	NN
6	about	IN
7	fault	NN
8	-	HYPH
9	finding	NN
10	or	CC
11	assigning	VBG
12	blame	NN
13	.	.
		
1	It	PRP
2	is	VBZ
3	a	DT
4	time	NN
5	to	TO
6	learn	VB
7	what	WP
8	happened	VBD
9	and	CC
10	how	WRB
11	it	PRP
12	may	MD
13	affect	VB
14	the	DT
15	future	NN
16	.	.
		
1	There	EX
2	was	VBD
3	a	DT
4	soothing	JJ
5	authoritative	JJ
6	UNSCEAR	NNP
7	(	-LRB-
8	United	NNP
9	Nations	NNP
10	Scientific	NNP
11	Committee	NNP
12	on	IN
13	the	DT
14	Effects	NNPS
15	of	IN
16	Atomic	NNP
17	Radiation	NNP
18	)	-RRB-
19	report	NN
20	in	IN
21	2000	CD
22	on	IN
23	the	DT
24	health	NN
25	effects	NNS
26	of	IN
27	Chernobyl	NNP
28	confirming	VBG
29	that	IN
30	there	EX
31	was	VBD
32	no	DT
33	scientific	JJ
34	evidence	NN
35	of	IN
36	any	DT
37	significant	JJ
38	radiation	NN
39	-	HYPH
40	related	JJ
41	health	NN
42	effects	NNS
43	to	IN
44	most	JJS
45	people	NNS
46	exposed	VBN
47	.	.
		
1	This	DT
2	was	VBD
3	heavily	RB
4	promoted	VBN
5	by	IN
6	the	DT
7	Australasian	NNP
8	Radiation	NNP
9	Protection	NNP
10	Society	NNP
11	in	IN
12	a	DT
13	press	NN
14	release	NN
15	titled	VBN
16	THE	DT
17	MYTHS	NNPS
18	OF	IN
19	CHERNOBYL	NNP
20	which	WDT
21	contained	VBD
22	the	DT
23	following	VBG
24	:	:
		
1	One	CD
2	of	IN
3	the	DT
4	most	RBS
5	widespread	JJ
6	myths	NNS
7	of	IN
8	recent	JJ
9	times	NNS
10	is	VBZ
11	that	IN
12	the	DT
13	Chernobyl	NNP
14	nuclear	JJ
15	reactor	NN
16	accident	NN
17	in	IN
18	1986	CD
19	caused	VBD
20	many	JJ
21	thousands	NNS
22	of	IN
23	extra	JJ
24	cancer	NN
25	deaths	NNS
26	in	IN
27	neighbouring	VBG
28	regions	NNS
29	,	,
30	and	CC
31	that	IN
32	public	JJ
33	health	NN
34	has	VBZ
35	been	VBN
36	severely	RB
37	affected	VBN
38	by	IN
39	exposure	NN
40	to	IN
41	radiation	NN
42	.	.
		
1	Many	JJ
2	people	NNS
3	still	RB
4	believe	VBP
5	that	DT
6	to	TO
7	be	VB
8	true	JJ
9	,	,
10	even	RB
11	though	IN
12	the	DT
13	Ministry	NNP
14	of	IN
15	Russian	NNP
16	Federation	NN
17	on	IN
18	Civil	NNP
19	Defence	NNP
20	,	,
21	Emergencies	NNPS
22	and	CC
23	Elimination	NNP
24	of	IN
25	Conseguences	NNPS
26	of	IN
27	Natural	NNP
28	Disasters	NNPS
29	(	-LRB-
30	EMERCOM	NNP
31	of	IN
32	Russia	NNP
33	)	-RRB-
34	reported	VBD
35	this	DT
36	in	IN
37	1996	CD
38	:	:
		
1	CHERNOBYL	NNP
2	ACCIDENT	NN
3	:	:
4	TEN	CD
5	YEARS	NNS
6	ON	RB
		
1	In	IN
2	the	DT
3	last	JJ
4	decade	NN
5	,	,
6	there	EX
7	has	VBZ
8	been	VBN
9	a	DT
10	real	JJ
11	and	CC
12	significant	JJ
13	increase	NN
14	in	IN
15	childhood	NN
16	and	CC
17	,	,
18	to	IN
19	a	DT
20	certain	JJ
21	extent	NN
22	,	,
23	adult	NN
24	carcinoma	NN
25	of	IN
26	the	DT
27	thyroid	NN
28	in	IN
29	contaminated	VBN
30	regions	NNS
31	of	IN
32	the	DT
33	former	JJ
34	Soviet	NNP
35	Union	NNP
36	(	-LRB-
37	Wi940	NNP
38	)	-RRB-
39	which	WDT
40	should	MD
41	be	VB
42	attributed	VBN
43	to	IN
44	the	DT
45	Chernobyl	NNP
46	accident	NN
47	until	IN
48	proven	VBN
49	otherwise	RB
50	.	.
		
1	The	DT
2	prestigious	JJ
3	IAEA	NNP
4	(	-LRB-
5	International	NNP
6	Atomic	NNP
7	Energy	NNP
8	Agency	NNP
9	)	-RRB-
10	published	VBD
11	an	DT
12	early	JJ
13	report	NN
14	on	IN
15	Chernobyl	NNP
16	which	WDT
17	was	VBD
18	based	VBN
19	on	IN
20	information	NN
21	from	IN
22	Russian	JJ
23	sources	NNS
24	and	CC
25	stated	VBD
26	that	IN
27	there	EX
28	was	VBD
29	no	DT
30	significant	JJ
31	health	NN
32	effects	NNS
33	.	.
		
1	However	RB
2	,	,
3	in	IN
4	April	NNP
5	2001	CD
6	,	,
7	the	DT
8	IAEA	NNP
9	published	VBD
10	Fifteen	NNP
11	Years	NNPS
12	after	IN
13	the	DT
14	Chernobyl	NNP
15	Accident	NNP
16	-	:
17	Lessons	NNPS
18	learned	VBN
19	.	.
20	which	WDT
21	contradict	VBP
22	the	DT
23	earlier	JJR
24	reports	NNS
25	.	.
		
1	Here	RB
2	are	VBP
3	some	DT
4	excerpts	NNS
5	:	:
		
1	The	DT
2	dramatic	JJ
3	increase	NN
4	in	IN
5	radiation	NN
6	-	HYPH
7	induced	VBN
8	thyroid	NN
9	cancers	NNS
10	in	IN
11	children	NNS
12	and	CC
13	adolescents	NNS
14	in	IN
15	Belarus	NNP
16	,	,
17	Russia	NNP
18	,	,
19	and	CC
20	Ukraine	NNP
21	,	,
22	which	WDT
23	have	VBP
24	been	VBN
25	observed	VBN
26	since	IN
27	1991	CD
28	,	,
29	continues	VBZ
30	to	IN
31	this	DT
32	day	NN
33	.	.
		
1	...	,
2	a	DT
3	drop	NN
4	in	IN
5	the	DT
6	birth	NN
7	rate	NN
8	,	,
9	a	DT
10	deterioration	NN
11	in	IN
12	women	NNS
13	's	POS
14	reproductive	JJ
15	health	NN
16	,	,
17	an	DT
18	increase	NN
19	in	IN
20	complications	NNS
21	during	IN
22	pregnancy	NN
23	and	CC
24	birth	NN
25	,	,
26	and	CC
27	a	DT
28	deterioration	NN
29	in	IN
30	neonatal	JJ
31	health	NN
32	....	,
		
1	The	DT
2	dynamics	NNS
3	of	IN
4	change	NN
5	in	IN
6	the	DT
7	state	NN
8	of	IN
9	health	NN
10	of	IN
11	children	NNS
12	affected	VBN
13	by	IN
14	the	DT
15	Chernobyl	NNP
16	accident	NN
17	in	IN
18	all	DT
19	three	CD
20	countries	NNS
21	-	,
22	Belarus	NNP
23	,	,
24	Russia	NNP
25	,	,
26	and	CC
27	Ukraine	NNP
28	-	,
29	in	IN
30	the	DT
31	post-accident	JJ
32	period	NN
33	is	VBZ
34	characterized	VBN
35	by	IN
36	persistent	JJ
37	negative	JJ
38	tendencies	NNS
39	:	:
40	the	DT
41	morbidity	NN
42	rate	NN
43	is	VBZ
44	going	VBG
45	up	RB
46	,	,
47	the	DT
48	number	NN
49	of	IN
50	really	RB
51	healthy	JJ
52	children	NNS
53	is	VBZ
54	dropping	VBG
55	,	,
56	and	CC
57	disability	NN
58	is	VBZ
59	increasing	VBG
60	.	.
		
1	As	IN
2	a	DT
3	parent	NN
4	,	,
5	I	PRP
6	can	MD
7	well	RB
8	imagine	VB
9	how	WRB
10	painful	JJ
11	it	PRP
12	must	MD
13	be	VB
14	for	IN
15	those	DT
16	families	NNS
17	whose	WP$
18	children	NNS
19	are	VBP
20	succumbing	VBG
21	to	IN
22	radiation	NN
23	poisoning	NN
24	.	.
		
1	There	EX
2	is	VBZ
3	a	DT
4	lot	NN
5	to	TO
6	learn	VB
7	about	IN
8	Chernobyl	NNP
9	.	.
		
1	Being	VBG
2	well	RB
3	-	HYPH
4	informed	VBN
5	will	MD
6	give	VB
7	you	PRP
8	certainty	NN
9	and	CC
10	that	DT
11	is	VBZ
12	desirable	JJ
13	in	IN
14	a	DT
15	world	NN
16	of	IN
17	conflicting	VBG
18	reports	NNS
19	.	.
		
1	There	EX
2	are	VBP
3	a	DT
4	wealth	NN
5	of	IN
6	references	NNS
7	on	IN
8	Chernobyl	NNP
9	.	.
		
1	Read	VB
2	some	DT
3	of	IN
4	the	DT
5	following	VBG
6	links	NNS
7	and	CC
8	draw	VB
9	your	PRP$
10	own	JJ
11	conclusions	NNS
12	.	.
		
1	These	DT
2	links	NNS
3	present	VBP
4	the	DT
5	many	JJ
6	viewpoints	NNS
7	that	WDT
8	existed	VBD
9	and	CC
10	still	RB
11	exist	VBP
12	about	IN
13	the	DT
14	disaster	NN
15	called	VBN
16	Chernobyl	NNP
17	:	:
		
1	IAEA	NNP
2	Report	NN
3	Lessons	NNPS
4	learned	VBN
		
1	http://www.ibiblio.org/expo/soviet.exhibit/chernobyl.html	ADD
		
1	http://www.ibrae.ac.ru/IBRAE/eng/chernobyl/nat_rep/nat_repe.htm#24	ADD
		
1	http://www.nsrl.ttu.edu/chernobyl/wildlifepreserve.htm	ADD
		
1	http://www.environmentalchemistry.com/yogi/hazmat/articles/chernobyl1.html	ADD
		
1	http://digon_va.tripod.com/Chernobyl.htm	ADD
		
1	http://www.oneworld.org/index_oc/issue196/byckau.html	ADD
		
1	http://www.collectinghistory.net/chernobyl/	ADD
		
1	http://www.ukrainianweb.com/chernobyl_ukraine.htm	ADD
		
1	http://www.bullatomsci.org/issues/1993/s93/s93Marples.html	ADD
		
1	http://www.calguard.ca.gov/ia/Chernobyl-15%20years.htm	ADD
		
1	http://www.infoukes.com/history/chornobyl/gregorovich/index.html	ADD
		
